"comp","post_bugs","size","complexity","prior_changes","change_churn","prior_bugs","total","minor","major","ownership","entropy","review_rate","review_churn_rate","voters","minor_voters","major_voters","voter_ownership","self_reviews","too_quick","little_discussion","median_revspeed","mean_revspeed","median_discussion","mean_discussion","minor_wrote_no_major_revd","minor_wrote_no_owner_revd","median_voterscore","mean_voterscore","actors","minor_actors","major_actors","actor_ownership","owner_more_author","median_maxexp","mean_maxexp","median_minexp","mean_minexp","subsystem"
"qtserialport.examples/serialport/blockingslave",1,232,0.11206896589997,1,531,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtserialport"
"qtserialport.examples/serialport/cenumerator",0,19,0.210526319944598,1,68,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtserialport"
"qtserialport.examples/serialport/enumerator",0,22,0.18181818553719,1,76,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtserialport"
"qtserialport.examples/serialport/master",1,149,0.100671141543174,1,325,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtserialport"
"qtserialport.examples/serialport/slave",2,269,0.12639405236937,1,569,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtserialport"
"qtserialport.examples/serialport/terminal",0,349,0.117478510281525,1,806,1,1,0,1,1,0,1,1,4,0,4,1,1,1,0,2.59432102398117,2.59432102398117,0.000343288705801579,0.000343288705801579,0,0,0,0,5,0,5,1,1,1,1,1,1,"qtserialport"
"qtserialport.src/serialport",12,3903,0.201383551134989,114,21225,32,9,7,2,0.62280701754386,0.962713200453556,1,1,18,12,6,1,27,10,8,257.853738512949,1320.57928118876,0.111594202898551,0.156766564658078,2,2,0.0175438596491228,0.214494569757728,24,17,7,1,0,1,1,1,1,"qtserialport"
"qtserialport.src/serialport/qt4support",0,337,0.225519288063644,2,104,1,1,0,1,1,1,1,1,6,0,6,1,1,0,2,660.361666666667,660.361666666667,0.13,0.13,1,1,0,0,7,0,7,1,0,1,1,1,1,"qtserialport"
"qtsvg.examples/svg/draganddrop/delayedencoding",0,101,0.0792079217037545,2,374,1,2,0,2,0.5,1,1,1,5,0,5,1,0,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/embedded/desktopservices",0,185,0.145945946407597,2,649,1,2,0,2,0.5,1,1,1,5,0,5,1,0,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/embedded/fluidlauncher",3,1442,0.162274618643393,2,2593,1,2,0,2,0.5,1,1,1,5,0,5,1,0,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,9,0,9,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/embedded/weatherinfo",0,386,0.150259067577653,2,500,1,2,0,2,0.5,1,1,1,5,0,5,1,1,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/embeddedsvgviewer",0,136,0.10294117713019,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,0,1080.3506097561,1080.3506097561,0.00609756097560976,0.00609756097560976,1,1,0,0,8,0,8,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/network/bearercloud",0,439,0.175398633445239,2,857,1,2,0,2,0.5,1,1,1,5,0,5,1,1,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/opengl/framebufferobject",0,272,0.117647059147924,2,478,1,2,0,2,0.5,1,1,1,5,0,5,1,1,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/richtext/textobject",0,114,0.096491228862727,2,399,1,2,0,2,0.5,1,1,1,5,0,5,1,1,1,0,541.657225293274,541.657225293274,0.0031352856781163,0.0031352856781163,0,0,0,0,7,0,7,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/svggenerator",0,169,0.124260355547775,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,0,1080.3506097561,1080.3506097561,0.00609756097560976,0.00609756097560976,1,1,0,0,8,0,8,1,0,1,1,1,1,"qtsvg"
"qtsvg.examples/svg/svgviewer",0,256,0.121093750343323,1,10,0,1,0,1,1,1,1,1,4,0,4,1,1,0,0,1080.3506097561,1080.3506097561,0.00609756097560976,0.00609756097560976,1,1,0,0,8,0,8,1,0,1,1,1,1,"qtsvg"
"qtsvg.src/plugins/iconengines/svgiconengine",0,289,0.214532872244106,2,18,1,2,0,2,0.5,1,1,1,6,0,6,1,1,1,0,544.788400116144,544.788400116144,0.0447154471544715,0.0447154471544715,7,7,0,0,15,0,15,1,0,1,1,1,1,"qtsvg"
"qtsvg.src/plugins/imageformats/svg",0,235,0.208510638634676,1,6,0,1,0,1,1,1,1,1,4,0,4,1,1,0,0,1080.3506097561,1080.3506097561,0.00609756097560976,0.00609756097560976,5,5,0,0,9,0,9,1,0,1,1,1,1,"qtsvg"
"qtsvg.src/svg",2,7794,0.207723890182092,8,330,5,5,0,5,0.25,0.991239850386372,1,1,18,0,18,1,4,0,3,1710.74526515152,14365.2198196395,0.0583333333333333,0.0825819167282582,13,14,0,0.0240384615384615,37,19,18,1,0,1,1,1,1,"qtsvg"
"qtsvg.src/svg/doc/snippets",0,7,0,1,4,0,1,0,1,1,1,1,1,4,0,4,1,0,0,0,1080.3506097561,1080.3506097561,0.00609756097560976,0.00609756097560976,2,2,0,0,8,0,8,1,0,1,1,1,1,"qtsvg"
"qttools.examples/assistant/remotecontrol",1,135,0.16296296358299,4,317,2,4,0,4,0.25,0.975754696519491,1,1,9,0,9,1,0,0,1,53.8602100917875,1676.30748599827,0.0516393442622951,0.05718693291914,0,0,0,0,13,0,13,1,0,1,1,1,0.977777777777778,"qttools"
"qttools.examples/assistant/simpletextviewer",0,362,0.11878453063017,4,932,1,3,0,3,0.5,0.993502626429869,1,1,8,0,8,1,0,1,2,102.266181988743,1694.84658656959,0.0630530973451327,0.0941438094605589,0,0,0,0,11,0,11,1,0,1,1,1,0.972222222222222,"qttools"
"qttools.examples/designer/arthurplugin",0,203,0.201970443742872,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,11,11,0,0,16,0,16,1,0,1,1,1,0.953703703703704,"qttools"
"qttools.examples/designer/calculatorbuilder",0,50,0.1000000018,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,5,5,0,0,10,0,10,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.examples/designer/calculatorform",0,31,0.129032260874089,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,4,4,0,0,9,0,9,1,0,1,1,0.888888888888889,0.888888888888889,"qttools"
"qttools.examples/designer/containerextension",0,299,0.160535117337614,2,18,1,2,0,2,0.5,1,1,1,6,0,6,1,0,0,1,91.563801036362,91.563801036362,0.0716630930045564,0.0716630930045564,5,5,0,0,12,0,12,1,0,1,1,0.888888888888889,0.920634920634921,"qttools"
"qttools.examples/designer/customwidgetplugin",0,150,0.120000000586667,1,8,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,5,5,0,0,10,0,10,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.examples/designer/taskmenuextension",0,341,0.161290322826601,2,18,1,2,0,2,0.5,1,1,1,6,0,6,1,0,0,1,91.563801036362,91.563801036362,0.0716630930045564,0.0716630930045564,6,6,0,0,12,0,12,1,0,1,1,0.888888888888889,0.930555555555556,"qttools"
"qttools.examples/designer/worldtimeclockbuilder",0,12,0.0833333409722222,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,5,5,0,0,10,0,10,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.examples/designer/worldtimeclockplugin",0,159,0.119496855899688,2,10,0,2,0,2,0.5,0.982597413225085,1,1,6,0,6,1,0,0,1,421.68284865541,421.68284865541,0.250234521575985,0.250234521575985,5,5,0,0,12,0,12,1,0,1,1,0.888888888888889,0.920634920634921,"qttools"
"qttools.examples/help/contextsensitivehelp",0,83,0.144578314283641,1,10,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,4,4,0,0,9,0,9,1,0,1,1,0.888888888888889,0.888888888888889,"qttools"
"qttools.examples/linguist/arrowpad",0,64,0.0625000014648438,1,10,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.examples/linguist/doc/snippets",0,5,0,1,4,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.examples/linguist/hellotr",0,11,0.0909090991735537,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.examples/linguist/trollprint",0,108,0.064814815680727,1,10,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.examples/uitools/multipleinheritance",0,29,0.13793103745541,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,5,5,0,0,9,0,9,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.examples/uitools/textfinder",0,97,0.113402062769689,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,5,5,0,0,9,0,9,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene",0,80,0.27500000090625,2,12,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,2,2,0,0,8,0,8,1,0,1,1,1,0.972222222222222,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/analysis",0,649,0.281972265133749,2,4,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,1,1,0,0,6,0,6,1,0,1,1,1,0.962962962962963,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/analysis/standard",0,388,0.224226804323653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/config",0,11797,0.0138170721453436,3,20,1,2,0,2,0.666666666666667,1,1,1,5,0,5,1,0,0,0,83.0323639774859,249.132718796067,0.0078125,0.0860938477173233,1,1,0,0,7,0,7,1,0,1,1,1,0.972222222222222,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/debug",0,127,0.299212598976998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,6,1,0,1,1,1,1,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/document",0,531,0.267419962473179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,1,1,1,1,1,1,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/index",0,6570,0.254490106556248,2,132,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,1,1,0,0,6,0,6,1,0,1,1,1,0.962962962962963,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/queryParser",0,1206,0.270315091271118,2,16,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,2,2,0,0,8,0,8,1,0,1,1,1,0.972222222222222,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/search",0,5876,0.263955071489722,2,12,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,1,1,0,0,6,0,6,1,0,1,1,1,0.962962962962963,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/store",0,1683,0.202020202067616,2,36,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,2,2,0,0,8,0,8,1,0,1,1,1,0.972222222222222,"qttools"
"qttools.src/assistant/3rdparty/clucene/src/CLucene/util",0,2454,0.207416462949983,2,32,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,74.681221051243,74.681221051243,0.00414077157598499,0.00414077157598499,2,2,0,0,10,0,10,1,0,1,1,1,0.972222222222222,"qttools"
"qttools.src/assistant/assistant",2,8796,0.164620281955837,11,510,3,5,0,5,0.545454545454545,0.970197984135684,1,1,14,0,14,1,0,1,1,216.953846153846,764.258229932557,0.1,0.116471255875954,28,30,0,0.00422832980972516,39,22,17,1,0,1,1,1,0.987654320987654,"qttools"
"qttools.src/assistant/assistant/doc/snippets/simpletextviewer",0,239,0.142259414584829,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,11,0,11,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/assistant/clucene",0,2544,0.163522012611497,4,81,1,3,0,3,0.5,0.98712969942844,1,1,10,0,10,1,0,0,0,95.5405405405405,10016.0004919822,0.0045045045045045,0.0492768968378724,2,3,0,0.0454545454545455,16,0,16,1,0,1,1,1,0.97979797979798,"qttools"
"qttools.src/assistant/help",0,6698,0.161391460149875,10,227,5,5,0,5,0.5,0.988279343409394,1,1,15,0,15,1,4,0,2,1082.18913043478,31132.9333947819,0.0425724637681159,0.110120999415824,14,15,0,0.00666666666666667,29,12,17,1,0,1,1,1,0.981481481481482,"qttools"
"qttools.src/assistant/help/doc/snippets",0,9,0,2,65,0,2,0,2,0.5,1,1,1,7,0,7,1,0,0,0,325.691918950194,325.691918950194,0.00817102951249293,0.00817102951249293,0,0,0,0,9,0,9,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/assistant/qcollectiongenerator",0,500,0.2660000001468,2,9,1,2,0,2,0.5,1,1,1,7,0,7,1,1,0,0,127.718562941124,127.718562941124,0.0716630930045564,0.0716630930045564,5,5,0,0,12,0,12,1,0,1,1,0.888888888888889,0.920634920634921,"qttools"
"qttools.src/assistant/qhelpconverter",0,1201,0.13905079107918,1,54,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,8,8,0,0,12,0,12,1,0,1,1,0.888888888888889,0.938271604938272,"qttools"
"qttools.src/assistant/qhelpgenerator",0,112,0.196428572146046,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,7,7,0,0,16,0,16,1,0,1,1,0.888888888888889,0.930555555555556,"qttools"
"qttools.src/assistant/shared",0,350,0.137142857389388,2,12,0,2,0,2,0.5,0.984358127928518,1,1,6,0,6,1,1,0,0,58.7140986554096,58.7140986554096,0.0419011882426517,0.0419011882426517,5,5,0,0,11,0,11,1,0,1,1,0.888888888888889,0.930555555555556,"qttools"
"qttools.src/designer/src/components/buddyeditor",0,525,0.167619047777596,1,14,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,6,6,0,0,10,0,10,1,0,1,1,0.888888888888889,0.920634920634921,"qttools"
"qttools.src/designer/src/components/formeditor",0,9648,0.202218076293509,1,114,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,22,22,0,0,22,12,10,1,0,1,1,1,0.975845410628019,"qttools"
"qttools.src/designer/src/components/lib",0,122,0.245901639962376,1,4,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,9,9,0,0,13,0,13,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/components/objectinspector",0,1054,0.222960151876379,1,10,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,12,12,0,0,15,0,15,1,0,1,1,1,0.957264957264957,"qttools"
"qttools.src/designer/src/components/propertyeditor",0,5576,0.193866571033109,1,50,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,18,18,0,0,18,0,18,1,0,1,1,1,0.970760233918129,"qttools"
"qttools.src/designer/src/components/signalsloteditor",0,1772,0.184537246095681,1,28,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,14,14,0,0,16,0,16,1,0,1,1,1,0.962962962962963,"qttools"
"qttools.src/designer/src/components/tabordereditor",0,502,0.177290836817273,1,14,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,6,6,0,0,10,0,10,1,0,1,1,0.888888888888889,0.920634920634921,"qttools"
"qttools.src/designer/src/components/taskmenu",0,3386,0.146485528672579,1,82,0,1,0,1,1,1,1,1,5,0,5,1,1,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,11,11,0,0,17,0,17,1,0,1,1,1,0.953703703703704,"qttools"
"qttools.src/designer/src/components/widgetbox",1,1540,0.192857142909555,1,18,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,12,12,0,0,14,0,14,1,0,1,1,1,0.957264957264957,"qttools"
"qttools.src/designer/src/designer",1,4754,0.159865376542704,6,101,5,3,0,3,0.666666666666667,1,1,1,13,0,13,1,1,0,0,114.266181988743,9250.14336323313,0.133333333333333,0.218435661781367,23,24,0,0.0053763440860215,25,7,18,1,0,1,1,1,0.982078853046595,"qttools"
"qttools.src/designer/src/designer/doc/snippets/autoconnection",0,37,0.108108110518627,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/imagedialog",0,9,0.111111120987654,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/lib",0,119,0.10084033689005,1,24,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/manual",0,83,0.0963855432573668,1,4,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/multipleinheritance",0,26,0.0769230804733728,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/noautoconnection",0,38,0.105263160249307,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/plugins",0,172,0.151162791191184,3,335,1,3,0,3,0.333333333333333,1,1,1,10,0,10,1,1,0,0,83.0323639774859,1589.27577961729,0.00251256281407035,0.0676605353220135,0,0,0,0,11,0,11,1,0,1,1,1,0.962962962962963,"qttools"
"qttools.src/designer/src/designer/doc/snippets/singleinheritance",0,28,0.0714285747448979,1,6,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/designer/doc/snippets/uitools/calculatorform",0,9,0.111111120987654,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,1,1,0,0,8,0,8,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/designer/src/lib/components",0,25,0,2,12,0,1,0,1,1,1,1,1,8,0,8,1,0,0,0,89.2864522590132,89.2864522590132,0.00248677382823724,0.00248677382823724,4,4,0,0,12,0,12,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.src/designer/src/lib/extension",0,164,0.176829268794616,3,42,0,2,0,2,0.666666666666667,1,1,1,11,0,11,1,0,0,0,83.0323639774859,66.0059597974661,0.00251256281407035,0.00249537015684828,8,8,0,0,16,0,16,1,0,1,1,1,0.94949494949495,"qttools"
"qttools.src/designer/src/lib/sdk",0,2107,0.130042714801612,3,256,0,2,0,2,0.666666666666667,0.995153754495763,1,1,11,0,11,1,0,0,0,83.0323639774859,66.0059597974661,0.00251256281407035,0.00249537015684828,14,14,0,0,21,0,21,1,0,1,1,1,0.967320261437909,"qttools"
"qttools.src/designer/src/lib/shared",2,35412,0.19741895402915,14,425,5,6,0,6,0.642857142857143,0.99574915112312,1,1,18,0,18,1,2,1,4,140.520833333333,3270.73541896952,0.0916666666666667,0.247718845541251,47,47,0,0,39,29,10,1,0,1,1,1,0.992063492063492,"qttools"
"qttools.src/designer/src/lib/uilib",1,14002,0.23775174975548,5,74,1,4,0,4,0.4,0.985865091211165,1,1,16,0,16,1,2,0,0,95.5405405405405,16207.7535758785,0.0045045045045045,0.118163888760776,20,20,0,0,29,13,16,1,0,1,1,1,0.980842911877395,"qttools"
"qttools.src/designer/src/plugins/activeqt",0,677,0.180206794803515,6,36,4,4,0,4,0.5,0.992072618558606,1,1,11,0,11,1,0,1,2,151.05784865541,285.265711456565,0.210714285714286,0.34114960243009,8,8,0,0.0104166666666667,20,0,20,1,0,1,1,1,0.965277777777778,"qttools"
"qttools.src/designer/src/plugins/qwebview",0,78,0.179487180539119,1,4,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,10,10,0,0,15,0,15,1,0,1,1,1,0.94949494949495,"qttools"
"qttools.src/designer/src/plugins/tools/view3d",0,505,0.1366336635373,1,14,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,7,7,0,0,12,0,12,1,0,1,1,0.888888888888889,0.930555555555556,"qttools"
"qttools.src/designer/src/uitools",0,508,0.279527559196943,5,27,1,3,0,3,0.4,0.994294651804569,1,1,12,0,12,1,1,1,0,95.5405405405405,1688.80423002641,0.00526315789473684,0.118714007776909,9,9,0,0,17,0,17,1,0,1,1,1,0.96031746031746,"qttools"
"qttools.src/designer/src/uitools/doc/snippets/quiloader",0,35,0.114285716816327,2,233,0,2,0,2,0.5,1,1,1,7,0,7,1,0,1,0,42.2569714624272,42.2569714624272,0.00286610052335341,0.00286610052335341,0,0,0,0,9,0,9,1,0,1,1,0.944444444444444,0.944444444444444,"qttools"
"qttools.src/kmap2qmap",0,774,0.175710594421743,2,106,0,2,0,2,0.5,1,1,1,9,0,9,1,2,0,0,154.029918252479,154.029918252479,0.0050422138836773,0.0050422138836773,4,4,0,0,14,0,14,1,0,1,1,0.888888888888889,0.907407407407407,"qttools"
"qttools.src/linguist/lconvert",0,218,0.215596330635048,4,48,0,2,0,2,0.75,1,1,1,8,0,8,1,0,0,1,81.3628486554096,8650.72661609307,0.0179357021996616,0.120196222998934,4,4,0,0,12,0,12,1,0,1,1,0.888888888888889,0.938271604938272,"qttools"
"qttools.src/linguist/linguist",3,7618,0.20254660016799,5,98,2,4,0,4,0.4,0.993636707856401,1,1,11,0,11,1,1,0,1,83.0323639774859,2696.039830115,0.1,0.152909115151284,22,22,0,0,26,10,16,1,0,1,1,1,0.977011494252874,"qttools"
"qttools.src/linguist/linguist/doc/snippets",0,1,0,2,116,0,2,0,2,0.5,1,1,1,5,0,5,1,0,0,0,160.26371488348,160.26371488348,0.00462048648826569,0.00462048648826569,0,0,0,0,8,0,8,1,0,1,1,1,0.962962962962963,"qttools"
"qttools.src/linguist/lrelease",0,246,0.219512195439223,2,4,0,2,0,2,0.5,1,1,1,7,0,7,1,0,0,0,1517.69800017056,1517.69800017056,0.136598157939621,0.136598157939621,11,11,0,0,14,0,14,1,0,1,1,1,0.96031746031746,"qttools"
"qttools.src/linguist/lupdate",5,3947,0.221434000526439,7,533,1,3,0,3,0.714285714285714,0.988382656371868,0.857142857142857,0.407129455909944,10,0,10,1,0,0,2,917.34151555359,7843.43772014605,0.0229618163054696,0.0696630609794197,30,30,0,0,28,15,13,1,0,1,1,1,0.985754985754986,"qttools"
"qttools.src/linguist/shared",6,9324,0.234770484778692,30,999,2,11,7,4,0.466666666666667,0.958172286312785,1,1,21,14,7,1,5,1,4,868.125,1685.30755284582,0.0416666666666667,0.0983133650821675,29,50,0.0333333333333333,0.0335585585585586,35,28,7,1,0,1,1,1,0.994988815189935,"qttools"
"qttools.src/macdeployqt/macchangeqt",0,27,0.259259262002743,1,2,0,1,0,1,1,1,1,1,5,0,5,1,0,0,0,83.0323639774859,83.0323639774859,0.000469043151969981,0.000469043151969981,4,4,0,0,9,0,9,1,0,1,1,0.888888888888889,0.888888888888889,"qttools"
